SITE,LOCATION,TREE,NEW TREE TAG,PRESSURE [MPa],SPECIES (common),SPECIES (sci),DATE COLLECTED,TIME COLLECTED,TIME MEASURED,TIME OF DAY,Paired Measure Day,AGE,WEATHER NOTES,WHAT MEASURED,TREE NOTES,SHOOT HEIGHT ABOVE GROUND SURFACE [m],VIEWER,INSTRUMENT,APPROXIMATE DBH (CM)
SAGEHORN,,207,1,4.3,,QUGA,9/14/2017,11:04,11:25,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,207,1,4.6,,QUGA,9/14/2017,11:04,11:25,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,206,5,3.7,,QUGA,9/14/2017,11:15,11:30,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,206,5,3.85,,QUGA,9/14/2017,11:15,11:30,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,204,3,3.5,,QUGA,9/14/2017,11:05,11:33,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,204,3,3.5,,QUGA,9/14/2017,11:05,11:33,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,208,167,3.6,,QUGA,9/14/2017,11:25,11:37,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,208,167,4,,QUGA,9/14/2017,11:25,11:37,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,4.7,,QUGA,9/14/2017,11:20,11:41,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,4.8,,QUGA,9/14/2017,11:20,11:41,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
